id,id_wasp,id_secret,frame_type,frame_number,sensor,value,timestamp,raw,parser_type
44621,environ1,408414966,128,252,CO,1.277,"2016-08-10 06:00:14",noraw,0
44656,environ1,408414966,128,253,CO,1.252,"2016-08-10 06:01:25",noraw,0
44684,environ1,408414966,128,254,CO,1.229,"2016-08-10 06:02:37",noraw,0
44726,environ1,408414966,128,255,CO,1.223,"2016-08-10 06:03:48",noraw,0
44789,environ1,408414966,128,1,CO,1.184,"2016-08-10 06:06:10",noraw,0
44831,environ1,408414966,128,2,CO,1.258,"2016-08-10 06:07:21",noraw,0
47415,environ1,408414966,128,67,CO,1.274,"2016-08-10 07:24:26",noraw,0
47520,environ1,408414966,128,70,CO,1.248,"2016-08-10 07:28:00",noraw,0
47632,environ1,408414966,128,73,CO,1.210,"2016-08-10 07:31:33",noraw,0
47765,environ1,408414966,128,77,CO,1.242,"2016-08-10 07:36:17",noraw,0
47800,environ1,408414966,128,78,CO,1.313,"2016-08-10 07:37:29",noraw,0
47842,environ1,408414966,128,79,CO,1.342,"2016-08-10 07:38:40",noraw,0
47884,environ1,408414966,128,80,CO,1.326,"2016-08-10 07:39:51",noraw,0
47926,environ1,408414966,128,81,CO,1.319,"2016-08-10 07:41:02",noraw,0
47968,environ1,408414966,128,82,CO,1.355,"2016-08-10 07:42:13",noraw,0
47996,environ1,408414966,128,83,CO,1.387,"2016-08-10 07:43:25",noraw,0
48031,environ1,408414966,128,84,CO,1.313,"2016-08-10 07:44:36",noraw,0
48066,environ1,408414966,128,85,CO,1.355,"2016-08-10 07:45:47",noraw,0
48101,environ1,408414966,128,86,CO,1.319,"2016-08-10 07:46:58",noraw,0
48122,environ1,408414966,128,87,CO,1.342,"2016-08-10 07:48:09",noraw,0
48157,environ1,408414966,128,88,CO,1.345,"2016-08-10 07:49:20",noraw,0
48192,environ1,408414966,128,89,CO,1.397,"2016-08-10 07:50:31",noraw,0
48227,environ1,408414966,128,90,CO,1.352,"2016-08-10 07:51:43",noraw,0
48269,environ1,408414966,128,91,CO,1.390,"2016-08-10 07:52:54",noraw,0
48304,environ1,408414966,128,92,CO,1.455,"2016-08-10 07:54:05",noraw,0
48332,environ1,408414966,128,93,CO,1.506,"2016-08-10 07:55:16",noraw,0
48367,environ1,408414966,128,94,CO,1.458,"2016-08-10 07:56:27",noraw,0
48430,environ1,408414966,128,96,CO,1.490,"2016-08-10 07:58:49",noraw,0
48458,environ1,408414966,128,97,CO,1.500,"2016-08-10 08:00:01",noraw,0
48493,environ1,408414966,128,98,CO,1.510,"2016-08-10 08:01:12",noraw,0
48528,environ1,408414966,128,99,CO,1.439,"2016-08-10 08:02:23",noraw,0
48570,environ1,408414966,128,100,CO,1.426,"2016-08-10 08:03:34",noraw,0
48619,environ1,408414966,128,101,CO,1.403,"2016-08-10 08:04:45",noraw,0
48661,environ1,408414966,128,102,CO,1.394,"2016-08-10 08:05:56",noraw,0
48682,environ1,408414966,128,103,CO,1.403,"2016-08-10 08:07:08",noraw,0
48717,environ1,408414966,128,104,CO,1.397,"2016-08-10 08:08:19",noraw,0
48766,environ1,408414966,128,106,CO,1.484,"2016-08-10 08:10:41",noraw,0
48801,environ1,408414966,128,107,CO,1.545,"2016-08-10 08:11:52",noraw,0
49032,environ1,408414966,128,116,CO,1.439,"2016-08-10 08:22:34",noraw,0
49074,environ1,408414966,128,117,CO,1.423,"2016-08-10 08:23:46",noraw,0
49109,environ1,408414966,128,118,CO,1.448,"2016-08-10 08:24:57",noraw,0
49522,environ1,408414966,128,0,CO,1.603,"2016-08-10 09:53:11",noraw,0
49564,environ1,408414966,128,0,CO,1.694,"2016-08-10 09:55:03",noraw,0
49655,environ1,408414966,128,2,CO,1.590,"2016-08-10 09:57:26",noraw,0
49697,environ1,408414966,128,3,CO,1.555,"2016-08-10 09:58:37",noraw,0
49753,environ1,408414966,128,4,CO,1.484,"2016-08-10 09:59:48",noraw,0
49837,environ1,408414966,128,6,CO,1.484,"2016-08-10 10:02:10",noraw,0
49886,environ1,408414966,128,7,CO,1.539,"2016-08-10 10:03:21",noraw,0
49935,environ1,408414966,128,8,CO,1.477,"2016-08-10 10:04:32",noraw,0
49977,environ1,408414966,128,9,CO,1.561,"2016-08-10 10:05:44",noraw,0
50005,environ1,408414966,128,10,CO,1.523,"2016-08-10 10:06:55",noraw,0
50082,environ1,408414966,128,12,CO,1.448,"2016-08-10 10:09:17",noraw,0
50124,environ1,408414966,128,13,CO,1.481,"2016-08-10 10:10:28",noraw,0
50236,environ1,408414966,128,16,CO,1.574,"2016-08-10 10:14:02",noraw,0
50285,environ1,408414966,128,17,CO,1.594,"2016-08-10 10:15:13",noraw,0
50362,environ1,408414966,128,19,CO,1.594,"2016-08-10 10:17:35",noraw,0
50404,environ1,408414966,128,20,CO,1.594,"2016-08-10 10:18:47",noraw,0
50495,environ1,408414966,128,23,CO,1.642,"2016-08-10 10:22:20",noraw,0
50523,environ1,408414966,128,24,CO,1.635,"2016-08-10 10:23:31",noraw,0
50600,environ1,408414966,128,26,CO,1.510,"2016-08-10 10:25:53",noraw,0
50635,environ1,408414966,128,27,CO,1.426,"2016-08-10 10:27:05",noraw,0
50712,environ1,408414966,128,29,CO,1.519,"2016-08-10 10:29:27",noraw,0
50740,environ1,408414966,128,30,CO,1.545,"2016-08-10 10:30:38",noraw,0
50838,environ1,408414966,128,33,CO,1.677,"2016-08-10 10:34:11",noraw,0
50950,environ1,408414966,128,36,CO,1.558,"2016-08-10 10:37:45",noraw,0
50992,environ1,408414966,128,37,CO,1.506,"2016-08-10 10:38:56",noraw,0
51083,environ1,408414966,128,40,CO,1.452,"2016-08-10 10:42:30",noraw,0
51167,environ1,408414966,128,43,CO,1.497,"2016-08-10 10:46:03",noraw,0
51209,environ1,408414966,128,44,CO,1.468,"2016-08-10 10:47:14",noraw,0
51272,environ1,408414966,128,46,CO,1.565,"2016-08-10 10:49:37",noraw,0
51300,environ1,408414966,128,47,CO,1.519,"2016-08-10 10:50:47",noraw,0
51489,environ1,408414966,128,53,CO,1.513,"2016-08-10 10:57:54",noraw,0
51524,environ1,408414966,128,54,CO,1.484,"2016-08-10 10:59:05",noraw,0
52802,environ1,408414966,128,98,CO,1.403,"2016-08-10 11:51:16",noraw,0
52815,environ1,408414966,128,98,CO,1.403,"2016-08-10 11:51:16",noraw,0
53075,environ1,408414966,128,105,CO,1.419,"2016-08-10 11:59:35",noraw,0
53213,environ1,408414966,128,108,CO,1.410,"2016-08-10 12:03:09",noraw,0
53219,environ1,408414966,128,108,CO,1.410,"2016-08-10 12:03:09",noraw,0
53333,environ1,408414966,128,111,CO,1.477,"2016-08-10 12:06:42",noraw,0
53368,environ1,408414966,128,112,CO,1.516,"2016-08-10 12:07:53",noraw,0
53478,environ1,408414966,128,114,CO,1.423,"2016-08-10 12:10:16",noraw,0
53486,environ1,408414966,128,114,CO,1.423,"2016-08-10 12:10:16",noraw,0
53524,environ1,408414966,128,115,CO,1.429,"2016-08-10 12:11:27",noraw,0
53645,environ1,408414966,128,118,CO,1.429,"2016-08-10 12:15:01",noraw,0
53680,environ1,408414966,128,119,CO,1.484,"2016-08-10 12:16:12",noraw,0
53786,environ1,408414966,128,121,CO,1.500,"2016-08-10 12:18:35",noraw,0
53813,environ1,408414966,128,122,CO,1.377,"2016-08-10 12:19:46",noraw,0
53935,environ1,408414966,128,125,CO,1.361,"2016-08-10 12:23:20",noraw,0
53943,environ1,408414966,128,125,CO,1.361,"2016-08-10 12:23:20",noraw,0
53997,environ1,408414966,128,126,CO,1.381,"2016-08-10 12:24:31",noraw,0
54097,environ1,408414966,128,128,CO,1.390,"2016-08-10 12:26:54",noraw,0
54124,environ1,408414966,128,128,CO,1.390,"2016-08-10 12:26:54",noraw,0
54390,environ1,408414966,128,135,CO,1.397,"2016-08-10 12:35:13",noraw,0
54411,environ1,408414966,128,135,CO,1.397,"2016-08-10 12:35:13",noraw,0
54724,environ1,408414966,128,143,CO,1.348,"2016-08-10 12:44:43",noraw,0
